# TESS Program G022062

Title: Eclipsing Binary Stars: Indispensable Astrophysical Labs

PI: Prsa, Andrej - Villanova University

Type: LARGE

Summary: Eclipsing binary stars (EBs) have served as principal gauges of fundamental stellar properties: the benchmark-grade systems allow an accuracy in masses and radii to exceed 2%, in turn providing stringent constraints on stellar evolution models. This is a multi-faceted proposal that builds on three principal aims: (1) extract known EB light curves from full-frame images; (2) run a search for unknown EBs within the full-frame images and extract their light curves; and (3) acquire 2-min cadence observations for a priority-sorted list of EBs that will serve as calibration standards, galactic population tracers and follow-up of well-studied, important systems, especially those observed by Kepler.
444062991,234.551,49.1968,9.02,G022062
159854359,236.7941,53.0365,10.02,G022062
159983399,241.509,50.1871,9.51,G022062
161744580,238.2961,54.1517,11.89,G022062
162556700,243.7378,49.7672,10.48,G022246;G022062
162673762,246.0486,48.3503,8.14,G022062;G022198
199574208,248.5732,57.169,10.16,G022227;G022076;G022062;G022039;G022145;G022240;G022069
199610180,249.044,57.3217,8.13,G022062
199612934,249.4326,55.796,11.7,G022062
199662929,251.4096,54.5256,10.54,G022062
199663151,251.4088,55.3136,6.59,G022062
207398432,241.9669,55.4471,10.19,G022062;G022204
207496306,246.934,56.7664,11.07,G022062
207496824,246.9546,58.8398,10.75,G022062
207504663,248.1194,58.8503,11.49,G022062
232572560,247.9817,52.9909,8.3,G022062;G022171
235568144,234.0172,52.0703,6.38,G022062
274509791,254.0756,52.6984,7.03,G022062
310169616,239.272,50.0909,11.83,G022062
310170498,239.6052,49.4474,11.26,G022062
166074503,213.7572,61.3011,8.52,G022062
202299805,225.1607,57.7753,11.57,G022062
202442615,227.9579,61.8576,7.67,G022062
202442617,227.9568,61.862,8.2,G022135;G022062
202442974,227.9348,63.622,7.95,G022062
202505095,230.6554,62.0469,6.04,G022062;G022133;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
202506847,231.0707,60.5504,6.58,G022062
219738202,241.5722,62.7629,10.45,G022062
270491862,232.3421,67.2121,9.45,G022062
405504882,224.6669,56.752,9.4,G022062
458481461,233.4629,63.9073,7.14,G022062;G022103
160472514,237.706,72.2112,9.38,G022062;G022173;G022208
219859691,257.819,69.5032,9.05,G022030;G022062
219900027,263.8386,68.6387,11.2,G022062
233207585,266.0012,70.2594,10.2,G022062
233208885,266.3517,69.3062,11.33,G022062
233233639,267.2584,67.4366,11.45,G022062
272650576,233.2397,70.7043,8.88,G022062
441734144,258.558,76.7038,10.59,G022062
188767945,261.2845,53.1332,7.22,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
198280388,250.2744,60.6062,11.28,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198410462,259.2014,54.7708,11.21,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
199661829,251.2555,57.1129,11.79,G022062
199688409,253.0515,57.7255,12.05,G022062
199709055,253.5448,56.3649,11.9,G022062
199716496,254.391,59.5313,10.64,G022062
219750638,261.1125,64.2067,9.95,G022062
224605072,255.5992,58.8699,11.43,G022062
229687624,262.9887,57.1784,8.98,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
233679640,260.3366,60.0582,10.88,G022062
284890361,260.4364,54.5592,11.66,G022232;G022062;G022208
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
229461186,295.1026,60.9203,10.85,G022062;G022208
229913521,287.4277,64.8589,9.91,G022062
229944718,288.1841,62.2707,10.37,G022062
232637164,281.123,56.7791,7.89,G022062
233532554,280.4475,62.6764,9.6,G022062
233539736,281.0183,60.7701,10.48,G022135;G022062
243319567,289.7004,55.5945,10.9,G022062
243352373,290.2687,56.3285,10.23,G022062;G022208
243352809,290.4019,56.843,11.34,G022062
258773798,286.1776,66.3019,11.36,G022062
267808239,293.123,56.3881,9.58,G022062
284364590,290.7668,56.1347,10.4,G022062;G022103
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
359634548,280.7345,55.4515,6.61,G022062
376979172,284.3017,56.2328,7.95,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377192659,285.9148,57.4572,8.36,G022062
377251803,286.2642,57.126,9.05,G022062
377253090,286.1923,58.9513,11.84,G022062
377307592,286.9862,59.3978,11.73,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7936,56.4175,11.54,G022062;G022208
392536812,280.4675,58.0563,11.22,G022062
399788405,278.1634,57.6482,11.39,G022062
424461577,279.7344,60.3981,10.15,G022062
424721218,294.6015,56.5403,11.64,G022062
219109908,271.3763,69.7542,10.23,G022062
229585542,271.5271,72.5847,10.02,G022062
229751802,280.8019,69.9322,9.02,G022062
229776076,282.7475,69.8828,9.35,G022030;G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
237215017,294.7802,76.4228,7.24,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
237278994,299.6589,72.2383,10.18,G022062;G022208
256298934,276.4872,68.9619,11.26,G022062
258351350,296.5108,69.9193,7.93,G022062
259126645,291.4795,68.9355,9.1,G022062
263968694,288.5297,78.2664,11.97,G022062
269697721,301.6155,70.6597,7.68,G022062
280033934,297.5902,70.288,10.52,G022062
288391801,267.2346,78.1229,11.41,G022062
329153513,268.2669,77.3841,8.9,G022062
333870949,309.3475,75.6036,6.76,G022062
356820646,269.5245,73.1237,11.22,G022062
366517337,303.7511,76.905,10.14,G022062
366517381,303.9876,76.8102,9.4,G022062

# Sector 024 targets observed (298)
17467989,242.8277,35.6385,10.18,G022062
17539192,243.4254,31.9517,10.83,G022062
17562290,243.7444,30.2766,11.64,G022062
17568668,244.2264,31.1227,11.92,G022062;G022208
24077469,240.5647,37.1781,10.46,G022062
255907472,247.072,37.1899,10.63,G022062
255908136,247.0961,36.9337,11.04,G022062;G022208
29287800,237.6346,37.8355,8.19,G022062;G022208
310516902,242.4343,39.5755,11.67,G022062
310517930,242.5649,40.5562,7.2,G022062
310519261,242.5388,35.9585,11.98,G022062
39902704,245.0705,40.2594,7.73,G022062
39941986,246.0426,37.0367,7.49,G022062;G022103
458490358,240.0603,35.2089,11.21,G022232;G022062
8417276,246.0274,34.7115,11.93,G022062
8447857,246.3028,33.5522,9.32,G022062
8547445,247.4372,30.6954,9.62,G022062
8592033,248.023,30.3859,9.99,G022062
8624617,248.2818,33.5237,11.35,G022062
8673277,248.7584,33.213,7.44,G022062;G022103
116502572,233.8681,43.4802,11.35,G022062
138256675,229.3612,38.2267,11.57,G022062
155968973,234.8225,43.7624,11.99,G022062
155998626,235.751,43.2655,9.76,G022062
156072994,237.1461,43.4791,10.12,G022062
20212631,227.0375,39.9706,10.06,G022062;G022232;G022208
20239565,227.7915,38.9513,8.27,G022062
20299889,228.3852,38.5681,9.5,G022062;G022173
298246821,224.118,46.3623,9.65,G022062
316317026,223.6016,45.2992,7.5,G022062
321475737,234.5534,36.2471,7.41,G022062
406798603,225.6923,37.91,10.13,G022062
41694016,231.5813,36.9815,10.28,G022062;G022208
67707714,225.1952,35.1321,10.89,G022062
138256097,220.7722,30.4099,12.04,G022062
157968186,218.8031,24.6392,8.91,G022062;G022208
158016784,220.0237,26.5671,10.11,G022062
219840749,222.1343,24.751,8.59,G022003;G022062
219841260,222.2598,25.7006,9.21,G022062
219843981,222.5323,29.6498,10.34,G022062
229872027,224.0641,29.4742,8.73,G022062
229887037,225.9553,26.0386,6.76,G022062
272613770,229.8749,32.5149,6.12,G022062;G022223
417174620,219.2532,30.5982,11.38,G022062
67707406,225.1232,33.6727,10.76,G022062;G022208
9036901,221.8227,31.841,11.6,G022062
105769104,240.5158,17.4807,10.7,G022062
236313673,240.6996,25.3437,9.66,G022062
236316949,241.0118,25.2586,6.34,G022062;G022080
236327696,241.7111,27.2763,9.9,G022062
236333974,242.1964,25.1954,11.15,G022062
236338880,242.5213,25.6151,11.59,G022062;G022208
258177728,239.6826,25.5689,7.33,G022173;G022038;G022103;G022062
283889641,236.2805,28.4701,7.5,G022080;G022062;G022032
284383892,241.5026,20.3502,8.44,G022062
298263094,234.8134,29.6221,9.86,G022062;G022208
320333641,237.3869,25.4602,8.08,G022156;G022062;G022103
329118239,245.2886,25.6561,11.25,G022062;G022208
356001283,240.4731,24.8715,11.22,G022062
392381322,242.8635,23.82,8.93,G022062
393636596,239.5767,17.2694,10.66,G022062
445879719,234.5127,29.4872,9.54,G022062;G022173
459278502,235.9913,22.3396,7.4,G022103;G022062
462607643,239.8756,25.9202,7.73,G022062;G022254
188766090,261.1053,49.6438,9.01,G022062
188767945,261.2845,53.1332,7.22,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198366673,257.244,55.8949,11.75,G022062;G022208
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198410119,258.9668,53.9908,11.05,G022062;G022208
198410462,259.2014,54.7708,11.21,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
198457457,261.8349,56.3751,9.4,G022062;G022208
199662929,251.4096,54.5256,10.54,G022062
199663151,251.4088,55.3136,6.59,G022062
199709055,253.5448,56.3649,11.9,G022062
199715197,254.4675,54.7149,12.09,G022062;G022208
224605072,255.5992,58.8699,11.43,G022062
229687624,262.9887,57.1784,8.98,G022062
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
233679640,260.3366,60.0582,10.88,G022062
274509791,254.0756,52.6984,7.03,G022062
284890361,260.4364,54.5592,11.66,G022232;G022062;G022208
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
356108440,261.42,59.2587,10.05,G022062
356150515,266.4807,52.6346,11.55,G022062
356198153,266.883,50.9425,11.8,G022062
356199330,266.9145,53.822,10.16,G022062
356240274,267.7113,50.0472,11.75,G022062
356340346,268.3646,52.3855,8.15,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
161687311,235.9485,58.0243,9.22,G022062
198158346,242.8965,61.1994,7.67,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
198280388,250.2744,60.6062,11.28,G022062
199574208,248.5731,57.169,10.16,G022227;G022076;G022062;G022039;G022145;G022240;G022069
199610180,249.044,57.3217,8.13,G022062
199612934,249.4326,55.796,11.7,G022062
202505095,230.6554,62.0469,6.04,G022062;G022133;G_NONSTANDARDMASK;G_NOPHOTOMETRY;G_SPECIAL_APERTURE_25_25
202506847,231.0707,60.5504,6.58,G022062
207496306,246.934,56.7664,11.07,G022062
207496824,246.9546,58.8398,10.75,G022062
219738202,241.5722,62.7629,10.45,G022062
219740742,242.1356,63.3107,11.71,G022062;G022208
272781956,238.24,68.725,9.4,G022062;G022208
458481461,233.4629,63.9073,7.14,G022062;G022103
116415984,232.1848,47.2015,6.07,G022062
116484192,233.0199,45.5689,11.88,G022062;G022208
116503129,233.9208,45.7433,11.87,G022062
116520408,234.144,46.6358,11.51,G022062
159854359,236.7941,53.0365,10.02,G022062
159939533,240.3413,48.4943,11.99,G022062;G022208
159983399,241.509,50.1871,9.51,G022062
161668117,226.7098,47.6379,9.13,G022062
161744580,238.2961,54.1517,11.89,G022062
193948188,228.9992,50.5276,10.32,G022156;G022062
193990389,230.5245,51.1823,8.91,G022062
235568144,234.0172,52.0703,6.38,G022062
283819490,228.4887,53.8629,9.97,G022062
286169068,227.5826,53.7277,12.12,G022062
286169292,227.7657,52.8416,10.89,G022062
309809572,225.2898,48.8046,11.62,G022062
310004006,224.8344,46.8178,8.56,G022062
310169616,239.272,50.0909,11.83,G022062
310170498,239.6052,49.4474,11.26,G022062
313404109,227.861,48.6929,8.03,G022062
417545492,239.9864,45.7365,10.16,G022062;G022232
444062991,234.551,49.1968,9.02,G022062
115172103,248.5488,46.6123,11.01,G022062
115412010,252.0648,44.7411,11.53,G022062
115419820,252.3802,47.108,9.19,G022062
115450700,253.0779,42.45,7.96,G022062
115521808,254.0188,47.371,6.75,G022062
162673762,246.0486,48.3503,8.14,G022062;G022198
193553960,245.6698,43.0188,11.57,G022062
198560607,255.3409,42.1637,8.96,G022062
198562505,255.6527,47.0867,6.09,G022200;G022052;G022080;G022053;G022062
219503785,246.2003,44.69,6.69,G022062
219517559,247.1504,47.2997,10.35,G022062
274599035,255.2551,49.3878,11.07,G022062
274676647,256.2878,49.2089,11.28,G022062;G022208
274969703,257.7497,46.2891,10.46,G022062
458717312,253.22,38.6579,10.26,G022062;G022208
57229803,250.9062,41.3159,11.91,G022062
57229962,251.1066,41.9692,12.08,G022062
57258016,251.6479,41.7922,7.66,G022062
57297550,251.7228,38.6497,10.45,G022062
82359789,254.5954,39.7093,7.57,G022062
219109908,271.3763,69.7542,10.23,G022062
219750638,261.1125,64.2067,9.95,G022062
219859691,257.819,69.5032,9.05,G022030;G022062
219900027,263.8386,68.6387,11.2,G022062
229585542,271.5271,72.5847,10.02,G022062
229751802,280.8019,69.9322,9.02,G022062
233005602,242.3963,70.326,10.88,G022062;G022208
233207585,266.0012,70.2594,10.2,G022062
233208885,266.3517,69.3062,11.33,G022062
233233639,267.2584,67.4366,11.45,G022062
256298934,276.4872,68.9619,11.26,G022062
329153513,268.2669,77.3841,8.9,G022062
356820646,269.5245,73.1237,11.22,G022062
441734144,258.558,76.7038,10.59,G022062
229793060,284.7193,69.5314,6.62,G022135;G022062
229913521,287.4277,64.8589,9.91,G022062
229944718,288.1841,62.2707,10.37,G022062
232637164,281.123,56.7791,7.89,G022062
233072275,270.9552,60.171,11.23,G022062
233532554,280.4475,62.6764,9.6,G022062
233539736,281.0183,60.7701,10.48,G022135;G022062
233544995,281.401,62.7624,11.67,G022062;G022208
258773798,286.1776,66.3019,11.36,G022062
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356920361,273.6707,56.5884,6.31,G022062
377190161,285.6751,58.7328,10.11,G022062;G022208
377192659,285.9148,57.4572,8.36,G022062
377253090,286.1923,58.9513,11.84,G022062
377307592,286.9862,59.3978,11.73,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7936,56.4175,11.54,G022062;G022208
392536812,280.4675,58.0563,11.22,G022062
399788405,278.1634,57.6482,11.39,G022062
424461577,279.7344,60.3981,10.15,G022062
424723563,294.5736,59.0749,10.31,G022062;G022208
236872887,302.914,63.5274,7.7,G022135;G022062
236884425,303.292,62.0732,11.13,G022062;G022208
256352113,322.7467,70.8232,6.98,G022062
258351350,296.5108,69.9193,7.93,G022062
259126645,291.4795,68.9355,9.1,G022062
269697721,301.6155,70.6597,7.68,G022062
343264872,309.6192,60.9186,7.96,G022062
343619359,310.9924,62.508,10.86,G022062;G022208
352762746,308.5906,64.6446,10.0,G022135;G022062
237215017,294.7802,76.4228,7.24,G022062
237277760,299.1197,73.6159,8.7,G022062;G022208
237278994,299.6589,72.2383,10.18,G022062;G022208
263968694,288.5297,78.2664,11.97,G022062
323143096,322.1174,76.4034,7.24,G022062
333870949,309.3476,75.6037,6.76,G022062
366517337,303.7511,76.905,10.14,G022062
366517381,303.9876,76.8102,9.4,G022062
326201430,350.1881,77.0626,7.27,G022062
366557556,331.797,72.3731,6.7,G022062
368319105,358.1372,68.9337,9.41,G022062
373128383,0.8495,73.1745,7.27,G022062
428735978,7.7333,73.6684,10.29,G022062
468343249,12.4359,77.8931,11.54,G022062
12790306,343.1908,60.9161,6.75,G022062;G022038
13037534,343.8759,64.0086,10.0,G022062;G022204
13389059,344.6658,63.0771,7.08,G022062
269609504,350.6582,65.2995,11.04,G022062
322055308,323.8583,68.2194,6.54,G022062
322262620,325.34,69.6928,7.8,G022161;G022062
335265326,332.19,61.0224,7.28,G022062
335995445,333.3563,62.5345,10.75,G022062
338071673,337.8158,63.5227,8.51,G022062;G022208
338159479,338.0648,64.9779,11.29,G022062
353863850,331.0537,59.8672,6.91,G022062;G022171
375599392,334.6184,69.8612,9.71,G022062
376162807,338.1045,67.1507,7.54,G022062
376499580,339.5099,67.4662,11.35,G022062
376891083,341.261,68.1329,8.67,G022062
376963666,341.5864,67.7063,10.08,G022062
377506471,341.9706,65.0622,6.67,G022062;G022020
404103665,322.9838,61.5001,11.34,G022062
410522328,327.9485,61.9429,7.29,G022062;G022172
411043004,328.4504,62.6144,6.81,G022062;G022172;G022171
412638697,329.6424,60.9505,11.3,G022062
427093395,321.0604,63.535,9.72,G022062
427385758,344.4471,68.4072,7.88,G022062
434437489,344.92,65.2111,10.03,G022062
434625997,345.5235,62.512,7.78,G022062
434893323,346.0092,63.3969,7.23,G022062;G022169;G022172
455824124,322.4672,64.9212,9.69,G022062
469857617,330.105,59.6917,11.48,G022062
64951042,339.0672,57.0356,11.57,G022062;G022204
26801525,355.5057,51.7435,10.69,G022062
268944966,349.1127,61.9629,6.26,G022062;G022172
269238622,350.0526,62.3073,11.96,G022062
269516224,350.6667,61.2258,9.08,G022062
269810150,350.9421,61.0987,7.51,G022062
270334246,351.9123,61.2911,7.68,G022062
270665642,353.0227,64.0149,11.1,G022062
270819212,353.3989,60.4687,6.41,G022062
271342599,354.2453,61.8811,12.1,G022062
271529021,354.4303,64.3032,10.53,G022062
271529113,354.5845,64.334,8.94,G022062
272324340,355.9353,61.6153,11.99,G022062
272532173,356.1299,61.9869,10.46,G022062
272539879,356.4031,59.906,9.39,G022062
272622914,356.5438,61.6259,12.0,G022062
272822330,356.5747,62.0259,9.74,G022062
272922818,356.9653,61.0961,10.32,G022062
272926817,356.8274,62.067,11.03,G022062
283640314,348.3999,56.7381,9.41,G022062
315287999,347.5107,59.2017,9.6,G022062
320268279,7.4697,56.9668,12.02,G022062
326630342,359.2892,63.0061,9.98,G022062
326815804,359.6798,61.161,9.98,G022062
327121759,3.3755,58.2836,11.1,G022062
327121928,3.3433,58.2093,11.72,G022062
327583823,4.8285,59.139,7.16,G022062
343549114,341.5699,56.8521,10.14,G022062
343667351,341.625,56.8255,10.23,G022062
346934659,0.9696,57.3783,7.91,G022062
367691816,343.9372,56.4768,9.96,G022062
371480725,342.873,57.0049,9.88,G022062;G022208
378051407,352.0418,61.1517,9.42,G022062
378151204,352.2926,61.3711,9.21,G022062
403340641,5.4178,59.2015,11.62,G022062
417585921,0.086,60.9953,10.38,G022062
470710327,357.3291,61.9628,9.23,G022062
470742658,357.6646,60.9109,8.85,G022062
83905462,3.9648,60.4316,10.55,G022062
252096958,15.5381,59.9286,9.86,G022062
255802749,14.4873,60.1041,8.89,G022062
255803218,14.4191,60.238,8.28,G022062
279202406,25.5267,70.7276,11.19,G022062
284925600,12.0057,60.8617,10.68,G022062;G022208
396201681,359.5249,67.6032,9.69,G022062
421110675,11.4686,63.0857,10.65,G022062
445287089,12.6639,58.1508,11.58,G022062
51955546,13.8094,61.3968,9.57,G022062
53708889,17.8746,61.1467,10.12,G022062
54126818,18.6916,60.9387,6.81,G022062;G022103

# Sector 025 targets observed (270)
10393493,267.7361,33.5458,12.11,G022062
157420463,264.6199,36.1503,11.75,G022062
18269802,264.8357,35.7028,10.71,G022062
18271803,264.9034,32.9464,9.54,G022062;G022208
18433724,265.9725,31.53,11.55,G022062
18534775,266.3003,33.4526,11.17,G022062
18566969,266.7691,29.8979,11.94,G022062
18636142,266.8689,32.3574,10.64,G022062
257273424,256.8807,28.042,8.47,G022062;G022208
257458670,257.9503,26.6211,7.88,G022062
286338346,260.3848,29.8625,11.58,G022062;G022208
286380389,260.7404,29.3452,8.54,G022062;G022208
298498697,263.3666,26.9298,10.69,G022062
313611753,261.1267,29.1138,11.28,G022062
359390362,261.9222,27.7509,11.37,G022062
359478679,265.5158,25.4464,11.87,G022062
39576803,263.931,30.6429,10.51,G022062
405543959,256.8519,36.2572,11.4,G022062
9473243,258.3974,30.71,10.56,G022062
9825731,260.9332,31.2986,11.14,G022062
17467989,242.8277,35.6385,10.18,G022062
17539192,243.4254,31.9517,10.83,G022062
17562290,243.7444,30.2766,11.64,G022062
17568668,244.2264,31.1227,11.92,G022062;G022208
24077469,240.5647,37.1781,10.46,G022062
255907472,247.072,37.1899,10.63,G022062
255908136,247.0961,36.9337,11.04,G022062;G022208
310516902,242.4343,39.5755,11.67,G022062
310519261,242.5388,35.9585,11.98,G022062
39941986,246.0426,37.0367,7.49,G022062;G022103
458490358,240.0603,35.2089,11.21,G022232;G022062
458717312,253.22,38.6579,10.26,G022062;G022208
57297550,251.7228,38.6497,10.45,G022062
72839144,254.1196,37.6553,9.7,G022062
8417276,246.0274,34.7115,11.93,G022062
8447857,246.3028,33.5522,9.32,G022062
8547445,247.4372,30.6954,9.62,G022062
8592033,248.023,30.3859,9.99,G022062
8624617,248.2818,33.5237,11.35,G022062
8669966,248.3711,30.4991,6.65,G022062
8673277,248.7584,33.213,7.44,G022062;G022103
105769104,240.5158,17.4807,10.7,G022062
148160986,248.8595,17.0573,6.38,G022062
236313673,240.6996,25.3437,9.66,G022062
236316949,241.0118,25.2587,6.34,G022062;G022080
236327696,241.7111,27.2763,9.9,G022062
236333974,242.1964,25.1954,11.15,G022062
236338880,242.5213,25.6151,11.59,G022062;G022208
258177728,239.6826,25.5689,7.33,G022173;G022038;G022103;G022062
284383892,241.5026,20.3502,8.44,G022062
329118239,245.2886,25.6561,11.25,G022062;G022208
356001283,240.4731,24.8715,11.22,G022062
392381322,242.8635,23.82,8.93,G022062
393636596,239.5767,17.2694,10.66,G022062
462607643,239.8756,25.9202,7.73,G022062;G022254
154664604,258.4911,16.3499,8.1,G022062
156255208,259.2693,14.6808,7.76,G022062
165509120,259.6658,16.2832,6.7,G022062
165618747,260.0325,13.666,11.43,G022062
230233157,259.696,20.2419,11.49,G022062
233043818,259.6034,22.4808,11.65,G022062
286377115,260.6157,24.8784,6.36,G022062;G022032
287321618,263.8851,23.1751,10.48,G022062
298541138,261.7472,24.6966,11.34,G022062
311431771,264.217,23.8055,10.62,G022062
356064345,257.8764,23.2367,11.69,G022062
356192212,259.1751,21.3849,10.35,G022062
377459689,252.1007,17.1333,7.1,G022062
393787548,260.765,17.9501,11.2,G022062
393871721,261.1731,13.8994,10.83,G022062
188767945,261.2845,53.1332,7.22,G022062
21126323,274.9242,50.1773,10.99,G022062
21179665,275.938,51.6496,8.19,G022062;G022171
232629077,268.981,56.036,8.04,G022062
232634196,269.4385,56.1961,9.92,G022062
232637164,281.123,56.7791,7.89,G022062
233072275,270.9552,60.171,11.23,G022062
237116051,269.7932,58.7167,10.21,G022062
237130278,277.8058,52.7854,11.01,G022062;G022208
263930790,276.7499,53.0622,10.44,G022062
289722957,274.1804,53.2465,11.51,G022062
298598960,271.9596,51.4671,12.03,G022062
298666271,278.3516,58.7066,8.77,G022062
298734307,278.6094,57.8018,7.21,G022062
329246824,263.8847,57.8026,11.03,G022062
329248002,263.8179,55.0034,8.8,G022062
353854078,271.1411,58.3985,9.83,G022062
353939279,272.315,58.0175,9.37,G022062
356150515,266.4807,52.6346,11.55,G022062
356198153,266.883,50.9425,11.8,G022062
356199330,266.9145,53.822,10.16,G022062
356240274,267.7113,50.0472,11.75,G022062
356340346,268.3646,52.3855,8.15,G022062
356896550,273.1198,54.7815,9.88,G022062
356896561,273.1708,54.7685,9.15,G022062
356920361,273.6707,56.5884,6.31,G022062
357527284,270.1372,56.4553,7.63,G022062
359313470,267.9367,56.1202,6.83,G022062
359634548,280.7345,55.4515,6.61,G022062
376979172,284.3017,56.2328,7.95,G022062
389916225,275.7725,58.9035,10.1,G022062
389917311,275.9931,58.8243,7.38,G022062
390021728,277.7936,56.4175,11.54,G022062;G022208
399788405,278.1634,57.6482,11.39,G022062
420947520,273.5727,48.1881,10.44,G022028;G022062
47626069,278.7917,51.888,10.83,G022062;G022208
47734464,279.7132,52.3443,7.01,G022062
7854182,275.5485,47.569,9.06,G022062
198158346,242.8965,61.1994,7.67,G022062
198242678,249.7668,60.6993,7.89,G022062;G022173;G022103
198279946,250.2761,62.308,6.78,G022135;G022062
198280388,250.2744,60.6062,11.28,G022062
198354348,255.9706,57.3654,10.24,G022003;G022062
198354443,256.1297,57.0727,11.39,G022062
198366673,257.244,55.8949,11.75,G022062;G022208
198386704,257.9775,57.9679,6.67,G022062
198388252,258.1954,57.0527,11.64,G022062
198408416,258.9132,58.8646,12.08,G022062
198410119,258.9668,53.9908,11.05,G022062;G022208
198410462,259.2014,54.7708,11.21,G022062
198416591,260.092,57.9739,8.3,G022062
198418712,260.8445,57.0118,6.25,G022062;G022223
199574208,248.5731,57.169,10.16,G022227;G022076;G022062;G022039;G022145;G022240;G022069
199610180,249.044,57.3217,8.13,G022062
199612934,249.4326,55.796,11.7,G022062
199661829,251.2555,57.1129,11.79,G022062
199662929,251.4096,54.5256,10.54,G022062
199663151,251.4088,55.3136,6.59,G022062
199688409,253.0515,57.7255,12.05,G022062
199709055,253.5448,56.3649,11.9,G022062
199715197,254.4675,54.7149,12.09,G022062;G022208
199716496,254.391,59.5313,10.64,G022062
207398432,241.9669,55.4471,10.19,G022062;G022204
207496306,246.934,56.7664,11.07,G022062
207496824,246.9546,58.8398,10.75,G022062
219738202,241.5722,62.7629,10.45,G022062
219740742,242.1356,63.3107,11.71,G022062;G022208
224605072,255.5992,58.8699,11.43,G022062
232572560,247.9817,52.9909,8.3,G022062;G022171
233679640,260.3366,60.0582,10.88,G022062
274509791,254.0756,52.6984,7.03,G022062
115172103,248.5488,46.6123,11.01,G022062
115412010,252.0648,44.7411,11.53,G022062
115419820,252.3802,47.108,9.19,G022062
115450700,253.0779,42.45,7.96,G022062
115521808,254.0188,47.371,6.75,G022062
159939533,240.3413,48.4943,11.99,G022062;G022208
159983399,241.509,50.1871,9.51,G022062
162556700,243.7378,49.7672,10.48,G022246;G022062
162673762,246.0486,48.3503,8.14,G022062;G022198
193553960,245.6698,43.0188,11.57,G022062
198560607,255.3409,42.1637,8.96,G022062
198562505,255.6527,47.0867,6.09,G022200;G022052;G022080;G022053;G022062
219503785,246.2003,44.69,6.69,G022062
219517559,247.1504,47.2997,10.35,G022062
274599035,255.2551,49.3878,11.07,G022062
274676647,256.2878,49.2089,11.28,G022062;G022208
310517930,242.5649,40.5562,7.2,G022062
367782212,257.6067,48.9655,7.14,G022062;G022173;G022038
39902704,245.0705,40.2594,7.73,G022062
417545492,239.9864,45.7365,10.16,G022062;G022232
57229803,250.9062,41.3159,11.91,G022062
57229962,251.1066,41.9692,12.08,G022062
57258016,251.6479,41.7922,7.66,G022062
82359789,254.5954,39.7092,7.57,G022062
101645013,259.5178,41.844,10.6,G022062
101675455,259.6518,41.8881,7.84,G022062
101719607,259.9018,40.925,11.33,G022062;G022208
101720220,260.0997,41.2537,10.99,G022062
101767283,260.4275,40.9066,9.61,G022062
101833439,261.1762,38.0351,7.39,G022062
115971584,266.0442,40.2808,10.29,G022062;G022208
116101486,266.9939,39.9815,7.42,G022062
